,word_from,lemma,pos
6057,прерывали,прерывать,"V,пе=прош,мн,изъяв,несов"
6058,кончает,кончать,"V,пе=непрош,ед,изъяв,3-л,несов"
6059,воин,воин,"S,муж,од=им,ед"
6060,броней,броня,"S,жен,неод=(род,мн|твор,ед)"
6061,данной,данна,"S,имя,жен,од=твор,ед"
6062,Крите,крит,"S,гео,муж,неод=пр,ед"
6063,прилежно,прилежно,ADV=
6064,носить,носить,"V,несов,пе=инф"
6065,вниманьем,внимание,"S,сред,неод=твор,ед"
6066,смотрит,смотреть,"V,несов,пе=непрош,ед,изъяв,3-л"
6067,латы,латы,"S,мн,неод=(вин|им)"
6068,увидя,увидеть,"V,сов,пе=прош,деепр"
6069,другое,другой,"APRO=(вин,ед,сред|им,ед,сред)"
6070,нежны,нежный,"A=мн,кр"
6071,простирает,простереть,"V,сов=непрош,ед,изъяв,3-л,пе"
6072,младого,младой,"A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)"
6073,зрима,зримый,"A=ед,кр,жен"
6074,ошибку,ошибка,"S,жен,неод=вин,ед"
6075,долго,долго,ADV=
6076,латы,латы,"S,мн,неод=(вин|им)"
6077,подозреньем,подозрение,"S,сред,неод=твор,ед"
6078,снова,снова,ADV=
6079,виденьем,видение,"S,сред,неод=твор,ед"
6080,повторяет,повторять,"V,пе=непрош,ед,изъяв,3-л,несов"
6081,полгода,полгода,"S,муж,неод=(вин,мн|им,мн)"
6082,воин,воин,"S,муж,од=им,ед"
6083,заменяет,заменять,"V,пе=непрош,ед,изъяв,3-л,несов"
6084,Астора,астор,"S,муж,од=(вин,ед|род,ед)"
6085,герою,герой,"S,муж,од=дат,ед"
6086,поспешно,поспешно,ADV=
6087,войском,войско,"S,сред,неод=твор,ед"
6088,Астора,астор,"S,муж,од=(вин,ед|род,ед)"
6089,ваши,ваш,"APRO=(им,мн|вин,мн,неод)"
6090,буйной,буйный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
6091,овладеют,овладевать,"V,нп=непрош,мн,изъяв,3-л,сов"
6092,Евресису,евресис,"S,муж,неод=дат,ед"
6093,помощь,помощь,"S,жен,неод=(вин,ед|им,ед)"
6094,уступит,уступать,"V,пе=непрош,ед,изъяв,3-л,сов"
6095,дружбы,дружба,"S,жен,неод=(вин,мн|род,ед|им,мн)"
6096,пепел,пепел,"S,муж,неод=(вин,ед|им,ед)"
6097,подаренный,подарить,"V,сов,пе=(прош,вин,ед,прич,полн,муж,страд,неод|прош,им,ед,прич,полн,муж,страд)"
6098,Фессальским,фессальский,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
6099,пеплу,пепел,"S,муж,неод=(дат,ед|парт,ед)"
6100,чашу,чаша,"S,жен,неод=вин,ед"
6101,полезным,полезный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
6102,желаньям,желание,"S,сред,неод=дат,мн"
6103,зарею,заря,"S,жен,неод=твор,ед"
6104,жизни,жизнь,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
6105,был,быть,"V,нп=прош,ед,изъяв,муж,несов"
6106,града,град,"S,муж,неод=род,ед"
6107,наместник,наместник,"S,муж,од=им,ед"
6108,вечерней,вечерний,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
6109,гневе,гнев,"S,муж,неод=пр,ед"
6110,обидел,обижать,"V=прош,ед,изъяв,муж,сов"
6111,защитник,защитник,"S,муж,од=им,ед"
6112,воюет,воевать,"V,несов,нп=непрош,ед,изъяв,3-л"
6113,безвинной,безвинный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
6114,младого,младой,"A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)"
6115,Андрократа,андрократ,"S,муж,од=(вин,ед|род,ед)"
6116,достигнет,достигать,"V=непрош,ед,изъяв,3-л,сов"
6117,кровавый,кровавый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
6118,измены,измена,"S,жен,неод=(вин,мн|род,ед|им,мн)"
6119,стража,стража,"S,жен,неод=им,ед"
6120,данный,данный,"A,полн=(вин,ед,муж,неод|им,ед,муж)"
6121,няней,няня,"S,жен,од=твор,ед"
6122,смехом,смех,"S,муж,неод=твор,ед"
6123,гордых,гордый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
6124,внимавших,внимать,"V,нп=(прош,пр,мн,прич,полн,несов,действ|прош,род,мн,прич,полн,несов,действ|прош,вин,мн,прич,полн,несов,действ,од)"
6125,хилый,хилый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
6126,бранях,брань,"S,жен,неод=пр,мн"
6127,сильны,сильный,"A=мн,кр"
6128,попранны,попранный,"A=мн,кр"
6129,смеешь,сметь,"V,несов,нп=непрош,ед,изъяв,2-л"
6130,бесстрашным,бесстрашный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
6131,Критом,крит,"S,гео,муж,неод=твор,ед"
6132,латы,латы,"S,мн,неод=(вин|им)"
6133,тщеславьем,тщеславие,"S,сред,неод=твор,ед"
6134,сердце,сердце,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
6135,войски,войски,ADV=
6136,битве,битва,"S,жен,неод=(пр,ед|дат,ед)"
6137,Феспию,феспий,"S,муж,неод=дат,ед"
6138,надежным,надежный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
6139,градом,град,"S,муж,неод=твор,ед"
6140,ревность,ревность,"S,жен,неод=(вин,ед|им,ед)"
6141,силу,сила,"S,жен,неод=вин,ед"
6142,вещает,вещать,"V,несов,пе=непрош,ед,изъяв,3-л"
6143,народа,народ,"S,муж,неод=род,ед"
6144,вижу,видеть,"V,несов,пе=непрош,ед,изъяв,1-л"
6145,идущу,идущать,"V=непрош,ед,изъяв,1-л,сов"
6146,отправляюсь,отправляться,"V,нп=непрош,ед,изъяв,1-л,несов"
6147,безопасной,безопасный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
6148,младенца,младенец,"S,муж,од=(вин,ед|род,ед)"
6149,руки,рука,"S,жен,неод=(вин,мн|род,ед|им,мн)"
6150,деда,дед,"S,муж,од=(вин,ед|род,ед)"
6151,Владыку,владыка,"S,муж,од=вин,ед"
6152,счастливых,счастливый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
6153,время,время,"S,сред,неод=(вин,ед|им,ед)"
6154,Феба,феб,"S,имя,муж,од=(вин,ед|род,ед)"
6155,судьбине,судьбина,"S,жен,неод=(пр,ед|дат,ед)"
6156,начало,начало,"S,сред,неод=(вин,ед|им,ед)"
6157,сраженью,сражение,"S,сред,неод=дат,ед"
6158,рукою,рука,"S,жен,неод=твор,ед"
6159,Платеи,платея,"S,жен,неод=(вин,мн|род,ед|им,мн)"
6160,ваща,ващ,"S,муж,неод=род,ед"
6161,ядом,яд,"S,муж,неод=твор,ед"
6162,Феба,феб,"S,имя,муж,од=(вин,ед|род,ед)"
6163,напрасно,напрасно,ADV=
6164,Аполла,аполл,"S,имя,муж,од=(вин,ед|род,ед)"
6165,размышляет,размышлять,"V,несов,нп=непрош,ед,изъяв,3-л"
6166,вещает,вещать,"V,несов,пе=непрош,ед,изъяв,3-л"
6167,размышленьи,размышление,"S,сред,неод=пр,ед"
6168,темны,темный,"A=мн,кр"
6169,упованьем,упование,"S,сред,неод=твор,ед"
6170,исполнить,исполнять,"V,пе=инф,сов"
6171,обратно,обратно,ADV=
6172,Платейцам,платеец,"S,муж,од=дат,мн"
6173,битве,битва,"S,жен,неод=(пр,ед|дат,ед)"
6174,видно,видно,"ADV,вводн="
6175,свершила,свершать,"V,пе=прош,ед,изъяв,жен,сов"
6176,дважды,дважды,ADV=
6177,Гизийских,гизийский,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
6178,покрывая,покрывать,"V=непрош,деепр,несов,пе"
6179,Киферона,киферон,"S,муж,неод=род,ед"
6180,ратью,рать,"S,жен,неод=твор,ед"
6181,Астор,астор,"S,муж,од=им,ед"
6182,поле,поле,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
6183,Платейских,платейский,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
6184,войско,войско,"S,сред,неод=(вин,ед|им,ед)"
6185,вражий,вражий,"A,полн=(вин,ед,муж,неод|им,ед,муж)"
6186,посылает,посылать,"V=непрош,ед,изъяв,3-л,несов,пе"
6187,попелепьем,попелепие,"S,сред,неод=твор,ед"
6188,сраженья,сражение,"S,сред,неод=(вин,мн|род,ед|им,мн)"
6189,возвратившись,возвращаться,"V,нп=прош,деепр,сов"
6190,Андрократа,андрократ,"S,муж,од=(вин,ед|род,ед)"
6191,Астору,астор,"S,муж,од=дат,ед"
6192,горделивой,горделивый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
6193,поединок,поединок,"S,муж,неод=(вин,ед|им,ед)"
6194,вызывает,вызывать,"V,пе=непрош,ед,изъяв,3-л,несов"
6195,владенья,владение,"S,сред,неод=(вин,мн|род,ед|им,мн)"
6196,вещает,вещать,"V,несов,пе=непрош,ед,изъяв,3-л"
6197,злою,злой,"A=твор,ед,полн,жен"
6198,знаменитый,знаменитый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
6199,сражаться,сражаться,"V,нп=инф,несов"
6200,войскам,войско,"S,сред,неод=дат,мн"
6201,подвластны,подвластный,"A=мн,кр"
6202,веленьям,веление,"S,сред,неод=дат,мн"
6203,дланью,длань,"S,жен,неод=твор,ед"
